section-id,file-id,url,heading,Codes with >= 2 votes
,2,https://github.com/ActsAsParanoid/acts_as_paranoid,,-
,3,https://github.com/anutron/mootools-core,,-
,4,https://github.com/bostonrb/bostonrb,,-
,5,https://github.com/bostonrb/bostonrb,,-
,6,https://github.com/bruce/keyword_search,,-
,7,https://github.com/chuyeow/facon,,-
,8,https://github.com/ci-reporter/ci_reporter,,-
,9,https://github.com/collectiveidea/acts_as_geocodable,,-
127,10,https://github.com/collectiveidea/audited,## Usage,36
,11,https://github.com/collectiveidea/awesome_nested_set,,-
,12,https://github.com/collectiveidea/graticule,,-
,13,https://github.com/cristibalan/braid,,-
,14,https://github.com/defunkt/facebox,,-
198,16,https://github.com/delynn/userstamp,## Usage,3
,17,https://github.com/ebassi/json-glib,,-
230,19,https://github.com/haml/haml,## License,5
,21,https://github.com/JackDanger/permanent_records,,-
,24,https://github.com/joseph/castanaut,,-
,25,https://github.com/jmettraux/ruote,,-
,26,https://github.com/josh/rails,,-
,27,https://github.com/lsegal/yard,,-
,28,https://github.com/markbates/cachetastic,,-
331,29,https://github.com/markbates/configatron,## Contributing,7
,30,https://github.com/mattfoster/gnuplot-tmbundle,,-
,31,https://github.com/minimagick/minimagick,,-
,32,https://github.com/mloughran/api_cache,,-
,33,https://github.com/mojombo/chronic,,-
,34,https://github.com/phloe/amoeba,,-
,35,https://github.com/Pistos/ramaze,,-
,36,https://github.com/programming-nu/nu,,-
,38,https://github.com/rsl/stringex,,-
,39,https://github.com/rtomayko/date-performance,,-
525,40,https://github.com/ruby-git/ruby-git,## License,5
,41,https://github.com/scivi/dotfiles,,-
,42,https://github.com/seven1m/onebody,,-
,43,https://github.com/sferik/twitter,,-
,44,https://github.com/sprinkle-tool/sprinkle,,-
574,45,https://github.com/thoughtbot/paperclip,## Installation,3
,46,https://github.com/topfunky/gruff,,-
,47,https://github.com/toretore/barby,,-
,48,https://github.com/tra/spawnling,,-
,49,https://github.com/trevorturk/eldorado,,-
