section-id,file-id,url,heading,Codes with >= 2 votes
,2,https://github.com/lastromanticx/oo-inheritance-code-along-wdf-000,,-
,3,https://github.com/microlv/prerender,,-
,4,https://github.com/565407548/vlayout,,-
,5,https://github.com/shrah/corert,,-
,6,https://github.com/LoMicah03/hello-world-ruby-ruby-intro-000,,-
,7,https://github.com/gevans/chef-xdebug,,-
,8,https://github.com/h3biomed/lastpass-cli,,-
,9,https://github.com/anirut/TuentiTV,,-
,10,https://github.com/sineed/rails,,-
,12,https://github.com/samuelbohler/apache2-chef-cookbook,,-
204,13,https://github.com/venturion/vue-resource,## License,5
207,14,https://github.com/vocotnhan/quickdic-dictionary.actionbarsherlock,# License,5
236,17,https://github.com/hyndex/animate.css,##Usage,3
,19,https://github.com/owap/map-journal-storytelling-template-js,,-
,21,https://github.com/tinco/ruru,,-
,24,https://github.com/brendanwb/factory_girl_rails,,-
,25,https://github.com/sebald/grunt-dss,,-
,26,https://github.com/aborunski/android-fragment-swapper,,-
,27,https://github.com/anyexxx/iCreator,,-
,28,https://github.com/cwohlman/delta,,-
,30,https://github.com/adamswann/WPD-.NET-Wrapper,,-
,31,https://github.com/scollison/huginn,,-
,32,https://github.com/g3collector/spring-best-practices,,-
,33,https://github.com/dondre/angular-cli,,-
,34,https://github.com/BrunoBozza/CNTK,,-
,35,https://github.com/pombredanne/cassle,,-
,36,https://github.com/blairanderson/amazon-autocomplete,,-
,38,https://github.com/RLC22/butter-desktop,,-
,39,https://github.com/kevinboudot/silex-cache-service-provider,,-
,40,https://github.com/IvyGongoogle/SeetaFaceLib,,-
,41,https://github.com/mcansh/simple-partials-reading-v-000,,-
,42,https://github.com/kentmacdonald2/slack-history-export,,-
,43,https://github.com/Scott-O-Brian/docker-node,,-
,44,https://github.com/nilaydc/Exploratory-Data-Analysis,,-
625,45,https://github.com/brismuth/fms-endpoint,## Installation,3
,46,https://github.com/squareteam/yodatra,,-
,47,https://github.com/elsdrium/neural_artistic_style,,-
,48,https://github.com/Unicamp-OpenPower/alice,,-
,49,https://github.com/lulupop/sweep,,-
,51,https://github.com/blair34854/AndroidN-ify,,-
,52,https://github.com/BluesBaka/apples-and-holidays-v-000,,-
,53,https://github.com/umbobabo/component-typography,,-
,54,https://github.com/Croydon/restart-my-fox,,-
,55,https://github.com/HPxpat/rdpy,,-
,56,https://github.com/xwipeoutx/EnumGenie,,-
,57,https://github.com/kuyun-zhangyang/caffe,,-
,58,https://github.com/ufirstgroup/jquery-handsontable,,-
,59,https://github.com/grandamp/locust-swarm,,-
,60,https://github.com/wieweb/CountingView,,-
,62,https://github.com/mhm956/gala,,-
,63,https://github.com/agomezf/ProgrammingAssignment2,,-
,64,https://github.com/k0mrade/buntdb-optimization,,-
,65,https://github.com/UniversityProjects/FEM1,,-
,68,https://github.com/JWood02/javascript-logging-lab-bootcamp-prep-000,,-
,69,https://github.com/trentmwillis/ember.js,,-
,70,https://github.com/Songmu/p5-DBIx-FixtureLoader,,-
,71,https://github.com/CraigLiaoBJ/ADClusterMapView,,-
,72,https://github.com/Leelow/sinopia,,-
,73,https://github.com/ganeshraju/bigtop,,-
,75,https://github.com/jmilleralpine/ParallelGit,,-
,76,https://github.com/17352913480/1002,,-
,77,https://github.com/AzureByte/csharp_tutorials,,-
,78,https://github.com/mmcgahan/io-slider,,-
936,80,https://github.com/gaborbernat/buildship,## Requirements,3
940,80,https://github.com/gaborbernat/buildship,## License,5
,81,https://github.com/peppy6582/serviceLogs,,-
,82,https://github.com/petrjanda/ICDM2015,,-
,83,https://github.com/harrywithcode/elasticsearch-definitive-guide,,-
,84,https://github.com/taf2/Recorderjs,,-
,86,https://github.com/alanwgeorge/Android-CleanArchitecture,,-
,87,https://github.com/trujunzhang/ruby2-rails4-bootstrap-heroku,,-
,88,https://github.com/MrItty/GeoIP2-perl,,-
,89,https://github.com/nmjesus/sharedb,,-
,90,https://github.com/Robbe92/liferay-connector,,-
,91,https://github.com/Capri2014/tiny-dnn,,-
,92,https://github.com/carriercomm/rampant,,-
,93,https://github.com/medos1472/BMCustomTableView,,-
,94,https://github.com/ZahoreczTibor/handson-ml,,-
,95,https://github.com/yu5y/geonotebook,,-
,96,https://github.com/ammarx/ARP-spoofing,,-
,97,https://github.com/RodrigoCm95/ionic-native,,-
,98,https://github.com/tkylin/shadowsocks-windows,,-
,100,https://github.com/voDox17/Viberr,,-
,101,https://github.com/ChadLactaoen/Blackjack,,-
,102,https://github.com/imkernel/cockroach,,-
,104,https://github.com/oscarsale/oscarsale.github.io,,-
,105,https://github.com/emil10001/QuickGraphAndroid,,-
,106,https://github.com/choreographing-quokka/Q,,-
,107,https://github.com/kwangkim/jekyll-bootstrap,,-
,108,https://github.com/zawieja/java8collections,,-
,109,https://github.com/Jaiimmortal/LCS,,-
,110,https://github.com/Crysty-Yui/android-async-http,,-
,111,https://github.com/paige11/cartoon-collections-001-prework-web,,-
,112,https://github.com/iL-Mattone/konstantin-fluentd,,-
,113,https://github.com/neumanta/frontend-nanodegree-feedreader,,-
,114,https://github.com/kunickiaj/docker-vault,,-
,116,https://github.com/dhaval2025/RoaringBitmap,,-
,117,https://github.com/dluxemburg/node-google-spreadsheets,,-
,119,https://github.com/mroth/extwitter,,-
,121,https://github.com/tylabs/quicksand_lite,,-
,122,https://github.com/EmanueleMinotto/installer,,-
,123,https://github.com/manekinekko/gaia,,-
,124,https://github.com/Koulio/jison,,-
,125,https://github.com/DimGreyWolf/448Hmwk5,,-
