section-id,file-id,url,heading,Codes with >= 2 votes
1,1,https://github.com/aasm/aasm,# AASM - Ruby state machines,4
3,1,https://github.com/aasm/aasm,## Upgrade from version 3 to 4,34
4,1,https://github.com/aasm/aasm,## Usage,3
5,1,https://github.com/aasm/aasm,### Callbacks,3
7,1,https://github.com/aasm/aasm,#### The current event triggered,3
8,1,https://github.com/aasm/aasm,### Guards,3
9,1,https://github.com/aasm/aasm,### Transitions,36
10,1,https://github.com/aasm/aasm,### Multiple state machines per class,3
14,1,https://github.com/aasm/aasm,### Extending AASM,3
15,1,https://github.com/aasm/aasm,### ActiveRecord,3
17,1,https://github.com/aasm/aasm,#### ActiveRecord enums,36
18,1,https://github.com/aasm/aasm,### Sequel,36
19,1,https://github.com/aasm/aasm,### Dynamoid,4
20,1,https://github.com/aasm/aasm,### Mongoid,36
22,1,https://github.com/aasm/aasm,### Redis,36
23,1,https://github.com/aasm/aasm,### Automatic Scopes,36
24,1,https://github.com/aasm/aasm,### Transaction support,36
25,1,https://github.com/aasm/aasm,### Pessimistic Locking,36
26,1,https://github.com/aasm/aasm,### Column name & migration,36
28,1,https://github.com/aasm/aasm,### Inspection,36
30,1,https://github.com/aasm/aasm,### RubyMotion support,36
31,1,https://github.com/aasm/aasm,### Testing,3
43,1,https://github.com/aasm/aasm,### Generators,3
51,2,https://github.com/ActsAsParanoid/acts_as_paranoid,# ActsAsParanoid,1
52,2,https://github.com/ActsAsParanoid/acts_as_paranoid,## Support,1
54,2,https://github.com/ActsAsParanoid/acts_as_paranoid,## Usage,3
58,2,https://github.com/ActsAsParanoid/acts_as_paranoid,### Options,36
59,2,https://github.com/ActsAsParanoid/acts_as_paranoid,### Filtering,36
61,2,https://github.com/ActsAsParanoid/acts_as_paranoid,### Recovery,3
62,2,https://github.com/ActsAsParanoid/acts_as_paranoid,### Validation,36
63,2,https://github.com/ActsAsParanoid/acts_as_paranoid,### Status,4
64,2,https://github.com/ActsAsParanoid/acts_as_paranoid,### Scopes,36
65,2,https://github.com/ActsAsParanoid/acts_as_paranoid,### Associations,6
66,2,https://github.com/ActsAsParanoid/acts_as_paranoid,## Caveats,3
67,2,https://github.com/ActsAsParanoid/acts_as_paranoid,# Acknowledgements,6
68,3,https://github.com/anutron/mootools-core,# MooTools Core,1
69,3,https://github.com/anutron/mootools-core,## Contribute,7
70,3,https://github.com/anutron/mootools-core,## Building & Testing,36
71,3,https://github.com/anutron/mootools-core,### Building MooTools _With_ Compatibility,3
72,3,https://github.com/anutron/mootools-core,### Building MooTools _Without_ Compatibility,3
73,3,https://github.com/anutron/mootools-core,### Advanced Building and Testing,3
74,3,https://github.com/anutron/mootools-core,#### Removing Other Packager Blocks,36
75,3,https://github.com/anutron/mootools-core,### Testing locally,3
76,3,https://github.com/anutron/mootools-core,### Testing on Travis & Sauce Labs,3
77,3,https://github.com/anutron/mootools-core,"#### Browsers, Platforms, and More",6
78,3,https://github.com/anutron/mootools-core,## More Information,6
79,4,https://github.com/beastaugh/tarski-utilities,# Tarski Utilities,1
83,5,https://github.com/bostonrb/bostonrb,## Setup,3
84,5,https://github.com/bostonrb/bostonrb,## Deploy,2
85,5,https://github.com/bostonrb/bostonrb,## DataEntry,36
86,5,https://github.com/bostonrb/bostonrb,## Contributors,5
87,6,https://github.com/bruce/keyword_search,# Keyword Search,4
88,6,https://github.com/bruce/keyword_search,## Description,1
89,6,https://github.com/bruce/keyword_search,## Requirements,3
90,6,https://github.com/bruce/keyword_search,## Features,1
91,6,https://github.com/bruce/keyword_search,## Synopsis,3
92,6,https://github.com/bruce/keyword_search,## Installation,3
93,6,https://github.com/bruce/keyword_search,## License,5
94,6,https://github.com/bruce/keyword_search,## Legal Notes,5
95,7,https://github.com/chuyeow/facon,# Facon,12
96,7,https://github.com/chuyeow/facon,## Synopsis,36
97,7,https://github.com/chuyeow/facon,## Requirements,3
98,7,https://github.com/chuyeow/facon,## Compatibility with Bacon,3
99,7,https://github.com/chuyeow/facon,## Installation,3
100,7,https://github.com/chuyeow/facon,## The Source Code,6
101,7,https://github.com/chuyeow/facon,## Todos,7
102,7,https://github.com/chuyeow/facon,## Contributors,5
103,7,https://github.com/chuyeow/facon,## Thanks to,5
104,7,https://github.com/chuyeow/facon,## License,5
105,8,https://github.com/ci-reporter/ci_reporter,## Usage,3
106,8,https://github.com/ci-reporter/ci_reporter,### Upgrading from CI::Reporter 1.x,34
107,8,https://github.com/ci-reporter/ci_reporter,## Jenkins setup,3
108,8,https://github.com/ci-reporter/ci_reporter,## Conditional reporting,3
109,8,https://github.com/ci-reporter/ci_reporter,### With environment variables,3
110,8,https://github.com/ci-reporter/ci_reporter,### With CI-specific Rake tasks,3
111,8,https://github.com/ci-reporter/ci_reporter,## Environment Variables,3
112,9,https://github.com/collectiveidea/acts_as_geocodable,# acts_as_geocodable,124
113,9,https://github.com/collectiveidea/acts_as_geocodable,## Usage,3
114,9,https://github.com/collectiveidea/acts_as_geocodable,## Installation,3
115,9,https://github.com/collectiveidea/acts_as_geocodable,## Upgrading,36
116,9,https://github.com/collectiveidea/acts_as_geocodable,## Configuration,3
117,9,https://github.com/collectiveidea/acts_as_geocodable,## IP-based Geocoding,36
118,9,https://github.com/collectiveidea/acts_as_geocodable,## Contributing,7
119,9,https://github.com/collectiveidea/acts_as_geocodable,## Submitting an Issue,67
120,9,https://github.com/collectiveidea/acts_as_geocodable,## Submitting a Pull Request,7
121,9,https://github.com/collectiveidea/acts_as_geocodable,### To Do,8
123,10,https://github.com/collectiveidea/audited,## Supported Rubies,4
124,10,https://github.com/collectiveidea/audited,## Supported ORMs,3
125,10,https://github.com/collectiveidea/audited,## Installation,3
126,10,https://github.com/collectiveidea/audited,#### Upgrading,3
